QTY+0
264.7184001803
171.1956998706
452.0284001827
368.7374005467
423.3266998827
454.0390002131
594.343100965
500.0958990306
159.7961998582
474.4452996254
439.7906003094
464.0079991668
517.9035988748
605.6386005729
264.7184001803
75.971999377
481.3158979714
382.5872006714
422.4324996045
609.4381009489
679.4232010655
452.7557006133
203.8430999438
383.4087997228
494.198599562
394.942299664
547.8497001119
735.85250175
408.7812991738
211.2984002531
556.6380994916
485.291499587
450.9972993284
521.1769999862
678.784100004
388.8825018406
160.3212009266
565.6255016327
412.3558983011
476.0759018213
663.1970004141
690.582099244
423.7338997424
120.5238998532
403.855599761
365.1688004583
475.5905987322
535.6705993228
714.2138983915
472.8126001728
192.8053993583
510.0087004602
456.3545982838
475.7992999554
536.8831998299
656.0580990762
412.9230990261
290.0612996817
538.7274990976
501.2301007062
450.7102010921
679.8390998323
726.5400993675
486.7771000362
286.8290003389
635.289600417
429.4393996447
550.2485006154
793.8620009571
749.5433995873
553.081797868
157.4059998393
462.4193994105
444.9348997623
453.8556991518
719.9207992777
726.222300306
518.4456999227
172.3703999072
591.1304990202
481.0728008598
465.5398987681
582.055500567
731.5259999782
402.4128000736
154.9681992829
434.4436001629
362.7619998008
378.9566004723
568.6576008648
712.4748004973
410.4274001718
132.4611005634
432.5387003422
395.8500013053
396.801397115
589.4292001799
678.9469999522
478.230398111
241.5288993716
561.5664004684
580.0090992525
823.7995998554
737.5412987024
528.6943995953
149.2947997302
218.4814013541
369.5999007076
354.3493002951
396.1592992395
539.1604992449
695.0383987725
509.5060002059
208.4416005313
543.0579007864
305.3660999835
296.1503005773
388.9230004996
628.0468019992
657.6311009526
366.1589000523
337.1058999896
404.7590003163
461.7679007053
562.5386008322
728.5310014635
424.2054017931
241.2185000926
531.8061005175
470.5408986211
536.0772001296
650.9108999223
747.3282004744
468.8741006032
155.3062004596
409.3034994751
371.6840000749
386.3522994369
500.2487987876
706.1732005626
428.1289998442
209.461100772
416.6945996583
485.6215006858
452.2103997916
563.4837007374
689.192801863
437.1998009086
224.5885994583
466.0691991076
460.6335006654
492.9488004893
676.8236001357
744.5588006377
561.000301227
316.051999636
564.7806003913
427.8490000069
501.5884999335
738.035098955
1166.6728989035
726.183599785
537.5675994456
833.5767031014
572.4699987471
867.036800243
626.3410000354
971.994000122
540.0128002614
324.8790005296
458.6244998723
387.8139995201
797.8508003056
922.2600002959
832.4060021639
562.359199971
182.6529999226
512.10129942
475.9390001595
559.9578002221
789.1057007611
1123.7904001749
687.412901789
235.2803002
466.1611008401
484.3470998555
481.6589999795
677.7948001027
913.9948997349
569.7767998129
203.1254996406
510.2800003737
411.989700824
487.2604011297
694.3048996925
1001.7897995114
750.4927988201
161.7667997926
493.3865998536
449.1738008966
451.7163004689
550.941398866
831.0858012363
653.4439006895
167.8660998344
513.843799606
345.4520003051
426.023899436
633.5612012297
962.7707013786
716.651300028
193.1186004579
614.1019011885
473.3586990982
481.0056990385
618.377601251
838.3230006695
609.1991011798
321.6873993725
532.0569988936
404.7352003455
488.241601035
555.4909016213
764.9421987128
690.4167990685
322.5060998198
470.2802005708
426.6004002094
462.6102002412
637.9586018771
773.2921002954
474.1412004456
276.3820005953
494.4080000669
443.2496996522
405.2115995437
620.8705014735
721.7647988051
480.8985005617
261.8538998216
513.6263009906
434.0226006806
444.4493995905
623.2941981266
777.7918991447
545.2072001547
235.9871002734
472.5700008273
450.7234991491
438.4058995098
597.3624002039
858.5306988806
614.4488996863
250.318301037
435.0248995423
350.4652001411
329.3252011389
541.6368990948
695.3569993377
495.3658002317
176.3091000021
418.1063009202
471.3093993217
443.3336003348
615.7309991419
615.1950005144
508.1442006975
170.8964001536
424.5246997178
406.5090996921
392.4193004966
571.157300204
723.8420007057
538.5267014951
223.3399997652
525.1189002777
439.1137994975
869.8404005766
531.7897003144
760.8895986974
567.451500237
182.6026001424
427.7410002798
405.6466999203
386.5648991615
657.6411000937
759.431200135
511.5408985466
136.8399994671
396.2072996199
427.5969985574
425.6553998739
562.1404009238
685.0160007328
507.6729009449
156.6729997471
355.6989000118
300.1419996917
361.848300904
520.745698601
584.3859993815
435.6281999499
174.2189001888
470.6831994206
551.9480004907
366.6480002999
490.4787995666
584.5357002616
337.2305005044
115.4650004357
361.4930993617
379.6576980909
288.6230005622
530.756700471
669.7306003124
483.7667000741
136.6432995796
321.3823994342
345.7001995891
263.0435000062
370.9602995664
553.4239004552
397.5069994032
120.8893997818
366.0817990303
365.7804999352
373.0006991476
520.6676018685
675.5576001108
357.8859998435
163.9222995937
455.2938997
476.9737996012
450.5185008943
567.1385991871
545.8844992667
340.3368987739
94.1600001752
260.8520003259
299.9360004514
385.7490001172
554.1840008944
543.7349991947
368.4840000868
99.50300017
370.671999976
289.53599976
363.1860004961
430.6180000901
490.572999835
298.6079996824
136.4469998926
383.6200004071
312.3379999995
323.1120001972
324.7460012138
366.0679986328
132.2770002186
99.50300017
143.0850003362
284.3340004236
309.0690008104
283.463000536
347.9180003703
170.9430008531
136.4469998926
258.6799998879
225.830000788
381.0302000046
467.048999235
516.6919994354
269.8449995667
86.0019999593
438.477000311
456.2820007503
419.5040000975
524.0129994005
565.6359989941
351.9559998959
115.2869998366
386.428000018
322.7270004004
299.9460003674
475.0360003859
599.6939992458
401.9680002332
157.1819993258
371.6479998529
353.0650004596
353.12499924
471.998999171
581.1743999422
343.0680015311
163.3840003163
392.7150004059
443.8100001514
377.5069998354
460.5939994454
658.3019996136
427.1659992635
198.3549997062
402.384000957
337.6550004035
345.7829996943
528.0809995234
635.3689998388
299.4790001065
78.4479999244
389.5849999189
355.9079999477
336.757000044
585.8430003002
686.3549987674
446.5020012259
128.7429997176
419.6599990577
395.2719997764
343.8700003997
478.5420002341
682.3250006884
379.0760000199
153.1159997731
441.8480002433
434.5939997584
419.5617009699
468.8050006181
634.2799988389
343.3309990168
137.8200005591
332.6319993287
363.1390005723
403.0009998381
577.9549983442
640.0609999746
359.8859994113
136.9133005142
378.5250005424
373.1479999125
367.2280009985
560.8610000461
652.9670002777
353.6230001301
250.6199994385
347.6190001667
347.6133998036
368.4330002964
512.8656005114
585.3410014063
439.1720015258
168.0099998117
385.8019999117
380.3449999988
611.0203978866
786.9829999357
475.3819993695
100.8770001829
246.8610003293
429.3289994597
512.8769994676
527.4309993684
461.4349998236
557.9719998986
385.736899659
184.7696001828
394.7120008469
444.7080000192
418.4150007367
541.5527994186
667.2960006446
392.1560005248
190.6740004718
417.4850000143
407.1539998651
397.3169994801
530.8455014825
623.8510001451
414.3341995925
161.4070003182
361.6429997534
433.1140007824
388.3429996818
409.0378001779
605.0209984034
363.988000378
247.347999692
459.3869991302
388.9929994047
359.5640006214
476.4455007613
718.3050013259
375.165000543
191.3339998424
544.8310004622
477.6210012287
439.9809999764
580.2021005899
783.4980003238
565.6539993733
155.973000437
439.4209987521
452.3349997848
450.1299995035
713.0616001487
771.4559997022
510.743001774
125.8849999011
391.0890000314
413.9709995687
387.3900001943
585.7340008467
818.1757997498
581.0749994218
210.0240007341
371.4980009198
462.0280003697
660.176999867
568.1000002474
782.7393989563
493.6759997904
302.0092995465
519.8280021548
509.2570002526
444.9709999561
687.8030002564
791.6240003854
665.9640007168
252.9839998782
623.7689996064
532.9649999514
464.9364005774
607.5734005421
797.3830017447
679.1430003941
181.2689997256
527.2249989361
420.661001116
578.767998904
914.9029983729
1302.6189975441
767.8010001481
214.5280005038
452.7430009842
559.4629991353
582.568999216
620.8470008597
806.7430004328
672.02200149
201.5899994671
528.9049995989
445.058001563
484.3999992311
579.351999104
829.9679998904
612.6119994968
205.2610001564
528.458999604
559.7020001709
524.5171994418
699.1749999374
968.8350007981
633.4930010587
261.2839996815
531.090999648
534.6109994501
528.0640008599
692.8189991713
656.9244001061
632.6089995503
208.2130003572
514.4160002023
446.7150003165
473.3970009312
584.2669993727
976.6589992344
685.2299009711
338.6770007759
684.2220005542
566.0895996243
581.6910006553
763.701999262
959.6940010041
676.8789984286
312.9940002412
549.1079990119
457.5020000786
470.6459975392
564.9730002731
846.663000159
636.8499995098
261.9469990879
610.2780006826
642.4099998027
476.4540004581
659.5870009661
783.6799985468
567.9220007062
255.4619991332
605.9059974253
581.8429994285
550.8550010473
637.8410010934
805.6690000892
544.1340000629
349.604000479
625.3539990932
594.8879993111
550.2629998475
724.3510004133
955.8080004305
678.4419988096
204.0809989274
555.2680009753
531.254000783
426.482000038
604.325000301
784.0727006197
596.251998961
297.5769999772
590.1030001044
482.3930000067
500.6260003746
593.3756997734
823.9640017152
625.2687989622
201.2569994926
527.939998135
495.7999993861
463.4170013368
620.3449992538
932.3269988894
571.7020008415
207.4007995576
517.3220009059
441.2080005705
449.6339999437
555.1199994087
880.8130000085
496.0980001092
218.985000059
491.5849998593
510.3662004173
580.9829998463
766.4800000489
674.6040005237
462.8029992878
223.2450002432
484.9451998323
499.8169995248
461.2689999789
611.9632997215
720.6333004385
470.2060005814
172.4039994776
491.745001018
396.2060009688
475.7940003425
527.5420000777
658.1434993744
440.5669999421
219.5190005749
390.1969999075
297.0980000198
320.1800001115
619.7030002624
680.3787996173
503.4270001147
220.6960004121
472.6420000047
429.4590002
528.9810003042
614.8809997737
640.415999651
412.930999577
181.2890007645
462.2180012167
351.6440001875
422.4540002197
599.7449987382
614.7350006104
332.3459993899
191.2649996281
378.9989997149
357.1609998345
367.3959995955
507.379001677
665.8450000733
389.4549001753
185.4409997761
406.7519999146
292.3080007583
320.1159995794
481.5829990953
518.8413994908
338.606000185
124.8250001669
327.7339985669
348.7339993417
336.6139995158
475.2810008526
567.0779985189
433.9306991398
213.1559993029
359.7050006986
330.7050002813
345.8709994107
415.776000306
569.4455993176
382.3010016531
220.4520003945
367.0799999833
350.0619997829
396.8639995158
494.851000011
534.0099987984
336.9759992659
146.1240004413
300.6500007808
417.0120010078
313.9249999076
384.3594000489
392.5770999938
252.9214998633
90.9430001453
367.0799999833
178.1689997017
297.6320000291
440.4350005537
328.6400009692
256.643000342
131.4060002118
300.6500007808
218.9060006142
349.8139992505
458.5600008816
606.8450020999
399.5290000886
189.2599990666
477.3740008175
432.3570000976
407.0169985592
500.2859999537
629.2290014327
340.6900001615
137.9940003455
381.6390006095
360.6069994569
343.2980004847
527.7390009314
583.7939992845
461.2422999591
162.8309999779
330.8309996128
376.9339993745
359.0600000769
485.5650002509
650.0390001386
341.9579992741
130.7490003407
370.244000867
341.2925982475
367.7879995406
418.0920006633
644.6124998033
368.6749994308
186.4939998686
349.1254991889
347.3034002036
434.4399998486
539.8169988543
629.9247012734
413.4889993817
170.0649998039
363.9969999939
352.0720006078
309.7870001346
505.6279004812
597.7998006493
485.158101052
188.7550003529
358.933000505
336.494001314
386.8968996257
545.6139999479
739.4519996941
466.8380001336
168.4550008774
352.806000337
322.2329999805
289.74400042
